##################################################
Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-10-17/vertex_ai/gemini-2.5-flash/4_1_prompt_fully_created_by_AI_2025-10-17_17-28-38_Noria.ttl
Number of Nodes : 214
Number of edges : 494
cumulative number of nodes : 214
degree_histogram : [0, 44, 31, 25, 31, 26, 9, 12, 7, 7, 7, 1, 5, 0, 0, 4, 2, 1, 0, 0, 0, 0, 0, 2]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.010837611337808785
cumulative density : 0.010837611337808785
Average degree connectivity : {2: 2.0, 10: 4.5, 9: 4.396825396825397, 3: 4.226666666666667, 11: 2.0, 6: 5.222222222222222, 4: 7.080645161290323, 12: 5.066666666666666, 7: 3.1785714285714284, 15: 2.5166666666666666, 16: 1.9375, 1: 0.8636363636363636, 5: 5.007692307692308, 23: 1.7173913043478262, 17: 2.5294117647058822, 8: 4.053571428571429}
#### Subject, Object, predicate ####
ProductModel1,organization,{'label': 'productManufacturedBy', 'color': 'white'}
TT_WebSrv01_Performance,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TT_WebSrv01_Performance,Event_WebSrv01_CPU_High,{'label': 'troubleTicketTrigger', 'color': 'white'}
TT_WebSrv01_Performance,Agent_IT_Ops_Team,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT_WebSrv01_Performance,PerformanceDegradation,{'label': 'troubleTicketCategory', 'color': 'white'}
CR_WebSrv_Patching,Agent_IT_Ops_Team,{'label': 'changeRequestInitiatorParty', 'color': 'white'}
CR_WebSrv_Patching,App_CorporateWebsite,{'label': 'changeRequestImpact', 'color': 'white'}
CR_WebSrv_Patching,Resource_WebSrv01,{'label': 'changeRequestImpact', 'color': 'white'}
CR_WebSrv_Patching,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
CR_WebSrv_Patching,Standard,{'label': 'changeRequestType', 'color': 'white'}
CR_WebSrv_Patching,Scheduled,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
CR_WebSrv_Patching,SoftwareUpgrade,{'label': 'changeRequestChangeCause', 'color': 'white'}
Agent_IT_Ops_Team,PagerDuty,{'label': 'agentPreferredContactMethod', 'color': 'white'}
Resource_DB01,PhysicalServer,{'label': 'resourceType', 'color': 'white'}
Resource_DB01,Locus_Rack_A2,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_DB01,192.168.10.11,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource_DB01,Agent_IT_Ops_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_DB01,App_InternalERP,{'label': 'resourceForApplication', 'color': 'white'}
Resource_DB01,App_CorporateWebsite,{'label': 'resourceForApplication', 'color': 'white'}
Resource_DB01,App_CustomerPortal,{'label': 'resourceForApplication', 'color': 'white'}
Resource_DB01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_DB01,ProductModel_HP_Proliant_DL380,{'label': 'resourceProductModel', 'color': 'white'}
Service_PerimeterSecurity,Agent_Security_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Service_PerimeterSecurity,Resource_Firewall01,{'label': 'subSystemOf', 'color': 'white'}
Service_PerimeterSecurity,ResourceFacingService,{'label': 'serviceType', 'color': 'white'}
Agent_Security_Team,SIEMAlerts,{'label': 'agentPreferredContactMethod', 'color': 'white'}
NI_CS01_Gi1_0_2,Physical,{'label': 'networkInterfaceType', 'color': 'white'}
NI_CS01_Gi1_0_2,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NI_CS01_Gi1_0_2,Resource_CoreSwitch01,{'label': 'networkInterfaceOf', 'color': 'white'}
Event_TT_CR01_Status_InProgress,Agent_Network_Team,{'label': 'logOriginatingAgent', 'color': 'white'}
Event_TT_CR01_Status_InProgress,App_MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Agent_Network_Team,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
App_CorporateWebsite,High,{'label': 'applicationBusinessImportance', 'color': 'white'}
App_CorporateWebsite,Agent_App_Support_Team,{'label': 'resourceManagedBy', 'color': 'white'}
App_CorporateWebsite,CustomerFacing,{'label': 'applicationType', 'color': 'white'}
CR_DB01_Disk_Upgrade,Agent_John_Doe,{'label': 'changeRequestPilotParty', 'color': 'white'}
CR_DB01_Disk_Upgrade,Resource_DB01,{'label': 'changeRequestImpact', 'color': 'white'}
CR_DB01_Disk_Upgrade,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
CR_DB01_Disk_Upgrade,CapacityUpgrade,{'label': 'changeRequestChangeCause', 'color': 'white'}
CR_DB01_Disk_Upgrade,Standard,{'label': 'changeRequestType', 'color': 'white'}
CR_DB01_Disk_Upgrade,Approved,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
CR_DB01_Disk_Upgrade,Agent_IT_Ops_Team,{'label': 'changeRequestActorParty', 'color': 'white'}
CR_DB01_Disk_Upgrade,App_InternalERP,{'label': 'changeRequestImpact', 'color': 'white'}
CR_DB01_Disk_Upgrade,Event_CR_DB01_Status_Approved,{'label': 'documentStatusHistory', 'color': 'white'}
Agent_John_Doe,Phone,{'label': 'agentPreferredContactMethod', 'color': 'white'}
Agent_John_Doe,mailto:john.doe@example.com,{'label': 'mbox', 'color': 'white'}
NI_CS01_Gi1_0_3,Physical,{'label': 'networkInterfaceType', 'color': 'white'}
NI_CS01_Gi1_0_3,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NI_CS01_Gi1_0_3,Resource_CoreSwitch01,{'label': 'networkInterfaceOf', 'color': 'white'}
AppMod_CustPort_Prod,Agent_App_Support_Team,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
AppMod_CustPort_Prod,Platinum,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
AppMod_CustPort_Prod,Resource_DB01,{'label': 'subSystemOf', 'color': 'white'}
AppMod_CustPort_Prod,Agent_Jane_Smith,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
AppMod_CustPort_Prod,Agent_Customer_Support,{'label': 'applicationModuleSupportGroup', 'color': 'white'}
AppMod_CustPort_Prod,Agent_IT_Ops_Team,{'label': 'applicationModuleHotlineGroup', 'color': 'white'}
AppMod_CustPort_Prod,Resource_WebSrv01,{'label': 'subSystemOf', 'color': 'white'}
AppMod_CustPort_Prod,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
AppMod_CustPort_Prod,App_CustomerPortal,{'label': 'applicationModuleOf', 'color': 'white'}
Agent_App_Support_Team,TicketingSystem,{'label': 'agentPreferredContactMethod', 'color': 'white'}
NI_FW01_Ext,Physical,{'label': 'networkInterfaceType', 'color': 'white'}
NI_FW01_Ext,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NI_FW01_Ext,Resource_Firewall01,{'label': 'networkInterfaceOf', 'color': 'white'}
App_InternalERP,Agent_IT_Ops_Team,{'label': 'resourceManagedBy', 'color': 'white'}
App_InternalERP,InternalBusiness,{'label': 'applicationType', 'color': 'white'}
App_InternalERP,Critical,{'label': 'applicationBusinessImportance', 'color': 'white'}
TT_VM_AppSrv01_Restart,P2,{'label': 'troubleTicketPriority', 'color': 'white'}
TT_VM_AppSrv01_Restart,New,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TT_VM_AppSrv01_Restart,Major,{'label': 'troubleTicketSeverity', 'color': 'white'}
TT_VM_AppSrv01_Restart,Agent_App_Support_Team,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT_VM_AppSrv01_Restart,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TT_VM_AppSrv01_Restart,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT_VM_AppSrv01_Restart,Service_InternalBusinessOps,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT_VM_AppSrv01_Restart,Event_VM_AppSrv01_Restart,{'label': 'troubleTicketTrigger', 'color': 'white'}
TT_VM_AppSrv01_Restart,Resource_VM_AppSrv01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT_VM_AppSrv01_Restart,Agent_IT_Ops_Team,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT_VM_AppSrv01_Restart,SystemCrash,{'label': 'troubleTicketCategory', 'color': 'white'}
AppMod_CorpWeb_Prod,Agent_Jane_Smith,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
AppMod_CorpWeb_Prod,Agent_IT_Ops_Team,{'label': 'applicationModuleHotlineGroup', 'color': 'white'}
AppMod_CorpWeb_Prod,Resource_DB01,{'label': 'subSystemOf', 'color': 'white'}
AppMod_CorpWeb_Prod,Agent_Customer_Support,{'label': 'applicationModuleSupportGroup', 'color': 'white'}
AppMod_CorpWeb_Prod,App_CorporateWebsite,{'label': 'applicationModuleOf', 'color': 'white'}
AppMod_CorpWeb_Prod,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
AppMod_CorpWeb_Prod,Resource_WebSrv01,{'label': 'subSystemOf', 'color': 'white'}
AppMod_CorpWeb_Prod,Agent_App_Support_Team,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
AppMod_CorpWeb_Prod,Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
ProductModel_Dell_R740,Org_Dell,{'label': 'productManufacturedBy', 'color': 'white'}
Event_TT_CR01_Status_Resolved,App_MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_TT_CR01_Status_Resolved,TT_CoreRouter_Outage,{'label': 'alarmMitigatedBy', 'color': 'white'}
Event_TT_CR01_Status_Resolved,Agent_Network_Team,{'label': 'logOriginatingAgent', 'color': 'white'}
App_MonitoringPlatform,Infrastructure,{'label': 'applicationType', 'color': 'white'}
App_MonitoringPlatform,High,{'label': 'applicationBusinessImportance', 'color': 'white'}
App_MonitoringPlatform,Agent_IT_Ops_Team,{'label': 'resourceManagedBy', 'color': 'white'}
App_CustomerPortal,CustomerFacing,{'label': 'applicationType', 'color': 'white'}
App_CustomerPortal,Agent_App_Support_Team,{'label': 'resourceManagedBy', 'color': 'white'}
App_CustomerPortal,Critical,{'label': 'applicationBusinessImportance', 'color': 'white'}
Event_CR01_Interface_Down,Resource_CoreRouter01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_CR01_Interface_Down,Agent_Automated_System,{'label': 'logOriginatingAgent', 'color': 'white'}
Event_CR01_Interface_Down,Critical,{'label': 'alarmSeverity', 'color': 'white'}
Event_CR01_Interface_Down,App_MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_CR01_Interface_Down,OP_CheckFiberConnection,{'label': 'alarmProposedRepairAction', 'color': 'white'}
TTN_CR01_Update2,TT_CoreRouter_Outage,{'label': 'isPartOf', 'color': 'white'}
TTN_CR01_Update2,Intervention,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TTN_CR01_Update2,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TT_CoreRouter_Outage,Service_InternalBusinessOps,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT_CoreRouter_Outage,TotalBreakdown,{'label': 'troubleTicketCategory', 'color': 'white'}
TT_CoreRouter_Outage,P1,{'label': 'troubleTicketPriority', 'color': 'white'}
TT_CoreRouter_Outage,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT_CoreRouter_Outage,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TT_CoreRouter_Outage,Event_TT_CR01_Status_Resolved,{'label': 'documentStatusHistory', 'color': 'white'}
TT_CoreRouter_Outage,Service_PublicWebAccess,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT_CoreRouter_Outage,Agent_Network_Team,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT_CoreRouter_Outage,Event_TT_CR01_Status_InProgress,{'label': 'documentStatusHistory', 'color': 'white'}
TT_CoreRouter_Outage,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TT_CoreRouter_Outage,Critical,{'label': 'troubleTicketSeverity', 'color': 'white'}
TT_CoreRouter_Outage,Event_CR01_Interface_Down,{'label': 'troubleTicketTrigger', 'color': 'white'}
TT_CoreRouter_Outage,Resource_CoreRouter01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT_CoreRouter_Outage,Agent_John_Doe,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
Service_InternalBusinessOps,Agent_IT_Ops_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Service_InternalBusinessOps,ResourceFacingService,{'label': 'serviceType', 'color': 'white'}
Service_InternalBusinessOps,AppMod_InternalERP_Prod,{'label': 'subSystemOf', 'color': 'white'}
Service_InternalBusinessOps,Resource_VM_AppSrv01,{'label': 'subSystemOf', 'color': 'white'}
Service_InternalBusinessOps,Resource_HypervisorHost01,{'label': 'subSystemOf', 'color': 'white'}
Service_InternalBusinessOps,Resource_DB01,{'label': 'subSystemOf', 'color': 'white'}
NL_CS01_DB01,Resource_CoreSwitch01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
NL_CS01_DB01,Resource_DB01,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white'}
NL_CS01_DB01,NI_DB01_Eth0,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL_CS01_DB01,NI_CS01_Gi1_0_3,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL_CS01_DB01,Agent_Network_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Event_Security_Login_Failure,Agent_Automated_System,{'label': 'logOriginatingAgent', 'color': 'white'}
Event_Security_Login_Failure,Critical,{'label': 'alarmSeverity', 'color': 'white'}
Event_Security_Login_Failure,App_MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_Security_Login_Failure,Resource_WebSrv01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Resource_Firewall01,App_InternalERP,{'label': 'resourceForApplication', 'color': 'white'}
Resource_Firewall01,ProductModel_Cisco_Nexus_9K,{'label': 'resourceProductModel', 'color': 'white'}
Resource_Firewall01,Firewall,{'label': 'resourceType', 'color': 'white'}
Resource_Firewall01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_Firewall01,App_MonitoringPlatform,{'label': 'resourceForApplication', 'color': 'white'}
Resource_Firewall01,App_CorporateWebsite,{'label': 'resourceForApplication', 'color': 'white'}
Resource_Firewall01,App_CustomerPortal,{'label': 'resourceForApplication', 'color': 'white'}
Resource_Firewall01,Agent_Security_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_Firewall01,10.0.0.3,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource_Firewall01,Locus_Rack_B1,{'label': 'locatedAtLocus', 'color': 'white'}
NL_CS01_WebSrv01,Agent_Network_Team,{'label': 'resourceManagedBy', 'color': 'white'}
NL_CS01_WebSrv01,Resource_CoreSwitch01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
NL_CS01_WebSrv01,NI_WebSrv01_Eth0,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL_CS01_WebSrv01,Resource_WebSrv01,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white'}
NL_CS01_WebSrv01,NI_CS01_Gi1_0_2,{'label': 'networkInterfaceConnects', 'color': 'white'}
Resource_WebSrv01,Agent_IT_Ops_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_WebSrv01,192.168.10.10,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource_WebSrv01,App_CorporateWebsite,{'label': 'resourceForApplication', 'color': 'white'}
Resource_WebSrv01,Locus_Rack_A1,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_WebSrv01,PhysicalServer,{'label': 'resourceType', 'color': 'white'}
Resource_WebSrv01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_WebSrv01,ProductModel_Dell_R740,{'label': 'resourceProductModel', 'color': 'white'}
Event_DB01_Disk_Full,App_MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_DB01_Disk_Full,Major,{'label': 'alarmSeverity', 'color': 'white'}
Event_DB01_Disk_Full,Agent_Automated_System,{'label': 'logOriginatingAgent', 'color': 'white'}
Event_DB01_Disk_Full,Resource_DB01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
TT_Security_Incident,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT_Security_Incident,Service_PublicWebAccess,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT_Security_Incident,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TT_Security_Incident,SecurityIncident,{'label': 'troubleTicketType', 'color': 'white'}
TT_Security_Incident,SecurityBreachAttempt,{'label': 'troubleTicketCategory', 'color': 'white'}
TT_Security_Incident,Resource_WebSrv01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT_Security_Incident,Event_Security_Login_Failure,{'label': 'troubleTicketTrigger', 'color': 'white'}
TT_Security_Incident,Agent_Security_Team,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT_Security_Incident,Service_PerimeterSecurity,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT_Security_Incident,Critical,{'label': 'troubleTicketSeverity', 'color': 'white'}
TT_Security_Incident,P1,{'label': 'troubleTicketPriority', 'color': 'white'}
NL_FW01_CR01_Interconnect,Resource_Firewall01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
NL_FW01_CR01_Interconnect,NI_CR01_Gi0_0_0,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL_FW01_CR01_Interconnect,Resource_CoreRouter01,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white'}
NL_FW01_CR01_Interconnect,NI_FW01_Int,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL_FW01_CR01_Interconnect,Agent_Network_Team,{'label': 'resourceManagedBy', 'color': 'white'}
ProductModel_Cisco_Nexus_9K,Org_Cisco,{'label': 'productManufacturedBy', 'color': 'white'}
CR_NewApp_Deployment,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
CR_NewApp_Deployment,Agent_Jane_Smith,{'label': 'changeRequestInitiatorParty', 'color': 'white'}
CR_NewApp_Deployment,NewDeployment,{'label': 'changeRequestChangeCause', 'color': 'white'}
CR_NewApp_Deployment,Resource_HypervisorHost01,{'label': 'changeRequestImpact', 'color': 'white'}
CR_NewApp_Deployment,Scheduled,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
CR_NewApp_Deployment,Normal,{'label': 'changeRequestType', 'color': 'white'}
CR_NewApp_Deployment,Agent_IT_Ops_Team,{'label': 'changeRequestPilotParty', 'color': 'white'}
TTN_CR01_Update1,Intervention,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TTN_CR01_Update1,TT_CoreRouter_Outage,{'label': 'isPartOf', 'color': 'white'}
TTN_CR01_Update1,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
Room_NetworkRoom_B,Site_MainDC,{'label': 'bot#hasBuilding', 'color': 'white'}
Room_NetworkRoom_B,Locus_Rack_B1,{'label': 'bot#hasSpace', 'color': 'white'}
AppMod_InternalERP_Prod,Agent_App_Support_Team,{'label': 'applicationModuleSupportTeam', 'color': 'white'}
AppMod_InternalERP_Prod,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
AppMod_InternalERP_Prod,Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
AppMod_InternalERP_Prod,Agent_IT_Ops_Team,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
AppMod_InternalERP_Prod,Agent_John_Doe,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
AppMod_InternalERP_Prod,Resource_VM_AppSrv01,{'label': 'subSystemOf', 'color': 'white'}
AppMod_InternalERP_Prod,Resource_DB01,{'label': 'subSystemOf', 'color': 'white'}
AppMod_InternalERP_Prod,App_InternalERP,{'label': 'applicationModuleOf', 'color': 'white'}
Resource_HypervisorHost01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_HypervisorHost01,192.168.10.12,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource_HypervisorHost01,Locus_Rack_A1,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_HypervisorHost01,HypervisorHost,{'label': 'resourceType', 'color': 'white'}
Resource_HypervisorHost01,ProductModel_Dell_R740,{'label': 'resourceProductModel', 'color': 'white'}
Resource_HypervisorHost01,Agent_IT_Ops_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_HypervisorHost01,App_InternalERP,{'label': 'resourceForApplication', 'color': 'white'}
Agent_Jane_Smith,mailto:jane.smith@example.com,{'label': 'mbox', 'color': 'white'}
Agent_Jane_Smith,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
NI_DB01_Eth0,Up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
NI_DB01_Eth0,Resource_DB01,{'label': 'networkInterfaceOf', 'color': 'white'}
NI_DB01_Eth0,Physical,{'label': 'networkInterfaceType', 'color': 'white'}
NI_CR01_Gi0_0_1,Resource_CoreRouter01,{'label': 'networkInterfaceOf', 'color': 'white'}
NI_CR01_Gi0_0_1,Up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
NI_CR01_Gi0_0_1,Physical,{'label': 'networkInterfaceType', 'color': 'white'}
OP_ApplySecurityPatches,APC_PendingPatches,{'label': 'operationPlanPreCondition', 'color': 'white'}
OP_ApplySecurityPatches,APOC_PatchesApplied,{'label': 'operationPlanPostCondition', 'color': 'white'}
NL_FW01_ISP_Uplink,NI_FW01_Ext,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL_FW01_ISP_Uplink,Resource_Firewall01,{'label': 'networkLinkTerminationResource', 'color': 'white'}
NL_FW01_ISP_Uplink,Agent_Network_Team,{'label': 'resourceManagedBy', 'color': 'white'}
ProductModel_Juniper_MX480,Org_Juniper,{'label': 'productManufacturedBy', 'color': 'white'}
TTN_Security_Update1,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TTN_Security_Update1,TT_Security_Incident,{'label': 'isPartOf', 'color': 'white'}
TTN_Security_Update1,Intervention,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
Agent_Customer_Support,Phone,{'label': 'agentPreferredContactMethod', 'color': 'white'}
Resource_VM_AppSrv01,VirtualMachine,{'label': 'resourceType', 'color': 'white'}
Resource_VM_AppSrv01,App_InternalERP,{'label': 'resourceForApplication', 'color': 'white'}
Resource_VM_AppSrv01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_VM_AppSrv01,Resource_HypervisorHost01,{'label': 'clusterController', 'color': 'white'}
Resource_VM_AppSrv01,Agent_App_Support_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_VM_AppSrv01,ProductModel_VMware_ESXi,{'label': 'resourceProductModel', 'color': 'white'}
TT_DB01_Disk_Issue,P3,{'label': 'troubleTicketPriority', 'color': 'white'}
TT_DB01_Disk_Issue,Resource_DB01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT_DB01_Disk_Issue,Assistance,{'label': 'troubleTicketType', 'color': 'white'}
TT_DB01_Disk_Issue,New,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TT_DB01_Disk_Issue,Major,{'label': 'troubleTicketSeverity', 'color': 'white'}
TT_DB01_Disk_Issue,ResourceConstraint,{'label': 'troubleTicketCategory', 'color': 'white'}
TT_DB01_Disk_Issue,Event_DB01_Disk_Full,{'label': 'troubleTicketTrigger', 'color': 'white'}
TT_DB01_Disk_Issue,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT_DB01_Disk_Issue,Agent_IT_Ops_Team,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT_DB01_Disk_Issue,Service_InternalBusinessOps,{'label': 'troubleTicketRelatedService', 'color': 'white'}
CUID_JohnDoe,Agent_John_Doe,{'label': 'holdsAccount', 'color': 'white'}
NI_FW01_Int,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NI_FW01_Int,Resource_Firewall01,{'label': 'networkInterfaceOf', 'color': 'white'}
NI_FW01_Int,Physical,{'label': 'networkInterfaceType', 'color': 'white'}
OP_IncreaseDiskCapacity,APC_LowDiskSpace,{'label': 'operationPlanPreCondition', 'color': 'white'}
OP_IncreaseDiskCapacity,APOC_DiskCapacityIncreased,{'label': 'operationPlanPostCondition', 'color': 'white'}
Event_TT_WebSrv01_Status_InProgress,App_MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_TT_WebSrv01_Status_InProgress,Agent_IT_Ops_Team,{'label': 'logOriginatingAgent', 'color': 'white'}
NI_CR01_Gi0_0_0,Physical,{'label': 'networkInterfaceType', 'color': 'white'}
NI_CR01_Gi0_0_0,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NI_CR01_Gi0_0_0,Resource_CoreRouter01,{'label': 'networkInterfaceOf', 'color': 'white'}
Event_FW01_Blocked_Traffic,App_MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_FW01_Blocked_Traffic,Warning,{'label': 'alarmSeverity', 'color': 'white'}
Event_FW01_Blocked_Traffic,Resource_Firewall01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_FW01_Blocked_Traffic,Agent_Automated_System,{'label': 'logOriginatingAgent', 'color': 'white'}
Event_VM_AppSrv01_Restart,Major,{'label': 'alarmSeverity', 'color': 'white'}
Event_VM_AppSrv01_Restart,Resource_VM_AppSrv01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_VM_AppSrv01_Restart,Agent_Automated_System,{'label': 'logOriginatingAgent', 'color': 'white'}
Event_VM_AppSrv01_Restart,App_MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_WebSrv01_CPU_High,Agent_Automated_System,{'label': 'logOriginatingAgent', 'color': 'white'}
Event_WebSrv01_CPU_High,App_MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_WebSrv01_CPU_High,Warning,{'label': 'alarmSeverity', 'color': 'white'}
Event_WebSrv01_CPU_High,Resource_WebSrv01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
ProductModel_VMware_ESXi,Org_VMware,{'label': 'productManufacturedBy', 'color': 'white'}
Room_ServerRoom_A,Locus_Rack_A2,{'label': 'bot#hasSpace', 'color': 'white'}
Room_ServerRoom_A,Locus_Rack_A1,{'label': 'bot#hasSpace', 'color': 'white'}
Room_ServerRoom_A,Site_MainDC,{'label': 'bot#hasBuilding', 'color': 'white'}
OP_CheckFiberConnection,APOC_FiberLinkUp,{'label': 'operationPlanPostCondition', 'color': 'white'}
OP_CheckFiberConnection,APC_FiberLinkDown,{'label': 'operationPlanPreCondition', 'color': 'white'}
CUID_JaneSmith,Agent_Jane_Smith,{'label': 'holdsAccount', 'color': 'white'}
NI_WebSrv01_Eth0,Physical,{'label': 'networkInterfaceType', 'color': 'white'}
NI_WebSrv01_Eth0,Resource_WebSrv01,{'label': 'networkInterfaceOf', 'color': 'white'}
NI_WebSrv01_Eth0,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
Event_CR_DB01_Status_Approved,App_MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_CR_DB01_Status_Approved,Agent_IT_Ops_Team,{'label': 'logOriginatingAgent', 'color': 'white'}
Doc_NetworkDiagram_DC01,CR_DB01_Disk_Upgrade,{'label': 'isPartOf', 'color': 'white'}
Doc_NetworkDiagram_DC01,TT_CoreRouter_Outage,{'label': 'isPartOf', 'color': 'white'}
Agent_Alice_Brown,mailto:alice.brown@example.com,{'label': 'mbox', 'color': 'white'}
