2026-01-12 17:24:31,864 - INFO - ##################################################
2026-01-12 17:24:31,864 - INFO - Knowledge Graph : 4_1_AI_enhance_manually_2025-12-16_15-39-26_Noria.ttl
2026-01-12 17:24:31,864 - INFO - Number of Nodes : 461
2026-01-12 17:24:31,864 - INFO - Number of edges : 579
2026-01-12 17:24:31,864 - INFO - cumulative number of nodes : 461
2026-01-12 17:24:31,865 - INFO - degree_histogram : [0, 345, 22, 15, 14, 17, 2, 10, 6, 5, 4, 0, 1, 4, 1, 4, 3, 1, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
2026-01-12 17:24:31,865 - INFO - number of self loop : 0
2026-01-12 17:24:31,865 - INFO - ####  KPIs ####
2026-01-12 17:24:31,865 - INFO - DiGraph density : 0.0027303593322644533
2026-01-12 17:24:31,866 - INFO - cumulative density : 0.0027303593322644533
2026-01-12 17:24:31,867 - INFO - Average degree connectivity : {23: 1.9565217391304348, 1: 0.0, 16: 2.8125, 10: 3.025, 22: 3.75, 8: 5.333333333333333, 15: 3.033333333333333, 19: 4.7894736842105265, 5: 2.3411764705882354, 28: 5.0, 4: 1.7857142857142858, 33: 4.303030303030303, 9: 5.7555555555555555, 7: 4.614285714285714, 2: 0.0, 3: 0.6888888888888889, 18: 2.3333333333333335, 12: 3.5833333333333335, 13: 4.25, 14: 3.642857142857143, 6: 3.1666666666666665, 17: 3.3529411764705883}
2026-01-12 17:24:31,868 - INFO - #### Subject, Object, predicate ####
2026-01-12 17:24:31,868 - INFO - RouterCore01,Core Router 01,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,EventTTCRMOutageStatusChange1,{'label': 'documentStatusHistory', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,ITOpsTeam,{'label': 'troubleTicketRelatedParty', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,2024-03-20T10:05:00+00:00,{'label': 'troubleTicketDetectionDateTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,Supervision,{'label': 'troubleTicketOrigin', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,JohnDoe,{'label': 'troubleTicketRelatedParty', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,ServerCRMProd01,{'label': 'troubleTicketImpacts', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,true,{'label': 'troubleTicketIsNotificationEnable', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,P1,{'label': 'troubleTicketPriority', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,CRMSystem,{'label': 'troubleTicketImpacts', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,CRMProdModule,{'label': 'troubleTicketRelatedService', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,https://itsm.techcorp.com/tickets/TT-20240320-001,{'label': 'documentHRef', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,TotalBreakdown,{'label': 'troubleTicketCategory', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,ImmediateIntervention,{'label': 'troubleTicketUrgency', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,CRM Production Outage,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,2024-03-20T12:00:00+00:00,{'label': 'troubleTicketCommittedRestorationDateTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,EventServerCPUHigh,{'label': 'troubleTicketTrigger', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,Nagios,{'label': 'troubleTicketSupervisionTool', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,High CPU leading to application crash.,{'label': 'troubleTicketCause', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,TT-20240320-001,{'label': 'identifier', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,InProgress,{'label': 'troubleTicketStatusCurrent', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - CustomerDataService,CustomerFacingService,{'label': 'serviceType', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - CustomerDataService,CRMProdModule,{'label': 'subSystem', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - CustomerDataService,End-to-end service providing access to customer da...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - CustomerDataService,Customer Data Service,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - EventInterfaceDown,Event indicating that a network interface on Core ...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - EventInterfaceDown,RouterInterfaceTroubleshootPlan,{'label': 'alarmProposedRepairAction', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - EventInterfaceDown,MonitoringPlatform,{'label': 'logOriginatingManagementSystem', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - EventInterfaceDown,Interface Gi0/0/1 on routercore01.techcorp.com cha...,{'label': 'logText', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - EventInterfaceDown,Network Interface Down,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - EventInterfaceDown,RouterCore01,{'label': 'logOriginatingManagedObject', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - EventInterfaceDown,2024-03-20T10:10:00+00:00,{'label': 'loggingTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - EventInterfaceDown,Critical,{'label': 'alarmSeverity', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - Rack01U05,Rack 01, Unit 05,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - Rack01U05,Specific location for a router in Network Room B.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,872 - INFO - Rack01U05,01,{'label': 'locusLine', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - Rack01U05,05,{'label': 'locusRow', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - Rack01U05,NetworkRoomB,{'label': 'hasSpace', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventConfigChangeRouter,JaneSmith,{'label': 'logOriginatingAgent', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventConfigChangeRouter,2024-03-19T15:30:00+00:00,{'label': 'loggingTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventConfigChangeRouter,Configuration changed by jsmith from console. Adde...,{'label': 'logText', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventConfigChangeRouter,Router Configuration Change,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventConfigChangeRouter,RouterCore01,{'label': 'logOriginatingManagedObject', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventConfigChangeRouter,NetworkManagementSystem,{'label': 'logOriginatingManagementSystem', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventConfigChangeRouter,Event logging a configuration change on Core Route...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - NetworkManagementSystem,Infrastructure,{'label': 'applicationType', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,873 - INFO - NetworkManagementSystem,Application for managing network devices.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - NetworkManagementSystem,Network Management System,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - NetworkManagementSystem,Medium,{'label': 'applicationBusinessImportance', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventTTCRMOutageStatusChange2,2024-03-20T10:46:00+00:00,{'label': 'loggingTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventTTCRMOutageStatusChange2,Trouble Ticket TT-20240320-001 status changed from...,{'label': 'logText', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventTTCRMOutageStatusChange2,TT-20240320-001 Status Change: InProgress to Resol...,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventTTCRMOutageStatusChange2,ITSMSystem,{'label': 'logOriginatingManagementSystem', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,873 - INFO - org#VMware,VMware,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - org#VMware,Cloud computing and virtualization technology comp...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - ServerCRMProd01Eth0,Up,{'label': 'networkInterfaceOperationalStatus', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,873 - INFO - ServerCRMProd01Eth0,Ethernet interface 0 on CRM Production Server 01.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - ServerCRMProd01Eth0,crmprod01.techcorp.com:eth0,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - ServerCRMProd01Eth0,Uplink to core switch for CRM production traffic.,{'label': 'networkInterfaceDescription', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - ServerCRMProd01Eth0,LinkServerCRMProdToCoreSwitch,{'label': 'networkInterfaceConnects', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,873 - INFO - ServerCRMProd01Eth0,ServerCRMProd01,{'label': 'networkInterfaceOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,873 - INFO - ServerCRMProd01Eth0,physical,{'label': 'networkInterfaceType', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventLoginFailure,User 'jdoe' failed to log in 5 times within 1 minu...,{'label': 'logText', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventLoginFailure,2024-03-20T10:15:00+00:00,{'label': 'loggingTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventLoginFailure,JohnDoeCUid,{'label': 'logOriginatingAgent', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventLoginFailure,SecurityMonitoringSystem,{'label': 'logOriginatingManagementSystem', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventLoginFailure,Security event: multiple failed login attempts for...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventLoginFailure,Repeated Login Failure,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventLoginFailure,Warning,{'label': 'alarmSeverity', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,873 - INFO - EventLoginFailure,ServerCRMProd01,{'label': 'logOriginatingManagedObject', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,873 - INFO - JohnDoe,ServerCRMProd01,{'label': 'agentManagesResource', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,873 - INFO - JohnDoe,+33123456789,{'label': 'phone', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,873 - INFO - JohnDoe,Lead System Administrator for TechCorp.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - JohnDoe,Email,{'label': 'agentPreferredContactMethod', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,874 - INFO - JohnDoe,08:30-17:30 (Mon-Fri),{'label': 'agentWorkingHours', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - JohnDoe,mailto:john.doe@techcorp.com,{'label': 'mbox', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,874 - INFO - JohnDoe,John Doe,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - JohnDoe,org#TechCorpITDepartment,{'label': 'memberOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,874 - INFO - VMBackup01,observable#IPAddress172_16_0_11,{'label': 'resourceManagementIPAddress', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,874 - INFO - VMBackup01,Backup VM 01,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - VMBackup01,ITOpsTeam,{'label': 'resourceManagedBy', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,874 - INFO - VMBackup01,Virtual machine dedicated to backup operations.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - VMBackup01,VM-BAK-01-MNO,{'label': 'resourceSerialNumber', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - VMBackup01,VMwareESXiHost,{'label': 'resourceProductModel', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,874 - INFO - VMBackup01,bakvm01.techcorp.com,{'label': 'resourceHostName', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - VMBackup01,Running,{'label': 'virtualServerStatus', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,874 - INFO - VMBackup01,VirtualServer,{'label': 'resourceType', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,874 - INFO - VMBackup01,2023-06-15T09:00:00+00:00,{'label': 'resourceInstallationDate', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - VMBackup01,InProduction,{'label': 'resourceUsageState', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,874 - INFO - VMBackup01,TC-VM-BAK-01,{'label': 'resourceLogisticId', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - observable#IPAddress172_16_0_11,IP address for Backup VM 01.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - observable#IPAddress172_16_0_11,172.16.0.11,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - SecurityMonitoringSystem,Security,{'label': 'applicationType', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,874 - INFO - SecurityMonitoringSystem,Application for monitoring security events.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - SecurityMonitoringSystem,High,{'label': 'applicationBusinessImportance', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,874 - INFO - SecurityMonitoringSystem,Security Monitoring System,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - RouterCore01Gi0_0_1LaserTxPower,Transmitted optical power for Gi0/0/1 on Core Rout...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - RouterCore01Gi0_0_1LaserTxPower,RouterCore01,{'label': 'networkInterfaceOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,874 - INFO - RouterCore01Gi0_0_1LaserTxPower,-2,{'label': 'networkInterfaceLaserTxOpticalPower', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - RouterCore01Gi0_0_1LaserTxPower,RouterCore01 Gi0/0/1 Laser Tx Power,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - EventTTNetworkLatencyStatusChange1,2024-03-20T13:46:00+00:00,{'label': 'loggingTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - EventTTNetworkLatencyStatusChange1,TT-20240320-002 Status Change: Initialised to Reso...,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - EventTTNetworkLatencyStatusChange1,Trouble Ticket TT-20240320-002 status changed from...,{'label': 'logText', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - EventTTNetworkLatencyStatusChange1,ITSMSystem,{'label': 'logOriginatingManagementSystem', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,874 - INFO - LinkVMMonitoringToVirtualSwitch,ServerCRMProd01,{'label': 'networkLinkTerminationResourceDestination', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,874 - INFO - LinkVMMonitoringToVirtualSwitch,Virtual Ethernet,{'label': 'networkLinkType', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - LinkVMMonitoringToVirtualSwitch,ITOpsTeam,{'label': 'resourceManagedBy', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,874 - INFO - LinkVMMonitoringToVirtualSwitch,Virtual link connecting Monitoring VM 01 to its vi...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - LinkVMMonitoringToVirtualSwitch,Link: Monitoring VM to Virtual Switch,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - LinkVMMonitoringToVirtualSwitch,LINK-VM-MON-VSW,{'label': 'networkLinkId', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,874 - INFO - LinkVMMonitoringToVirtualSwitch,2023-05-01T16:10:00+00:00,{'label': 'networkLinkInstallationDate', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - LinkVMMonitoringToVirtualSwitch,VMMonitoring01,{'label': 'networkLinkTerminationResourceOrigin', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - ServerCRMProd01,PhysicalServer,{'label': 'resourceType', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - ServerCRMProd01,CRMSystem,{'label': 'resourceForApplication', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - ServerCRMProd01,2022-03-15T10:00:00+00:00,{'label': 'resourceInstallationDate', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - ServerCRMProd01,ITOpsTeam,{'label': 'resourceManagedBy', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - ServerCRMProd01,DellPowerEdgeR740,{'label': 'resourceProductModel', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - ServerCRMProd01,crmprod01.techcorp.com,{'label': 'resourceHostName', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - ServerCRMProd01,SN-CRM-P01-XYZ,{'label': 'resourceSerialNumber', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - ServerCRMProd01,Physical server hosting the production CRM applica...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - ServerCRMProd01,observable#IPAddress192_168_1_10,{'label': 'resourceManagementIPAddress', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - ServerCRMProd01,InProduction,{'label': 'resourceUsageState', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - ServerCRMProd01,CRM Production Server 01,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - ServerCRMProd01,TC-SRV-CRM-P01,{'label': 'resourceLogisticId', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - ServerCRMProd01,Rack12U20,{'label': 'locatedAtLocus', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - NetworkTeam,Phone,{'label': 'agentPreferredContactMethod', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - NetworkTeam,org#TechCorpNetworkOperations,{'label': 'memberOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - NetworkTeam,24/7 (On-call rotation),{'label': 'agentWorkingHours', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - NetworkTeam,RouterCore01,{'label': 'agentManagesResource', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - NetworkTeam,Network Operations Team,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - NetworkTeam,Always open a high-priority ticket for network out...,{'label': 'agentInstructions', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - NetworkTeam,LinkCoreRouterToFirewall,{'label': 'agentManagesResource', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - NetworkTeam,FirewallDMZ01,{'label': 'agentManagesResource', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - NetworkTeam,Team managing network devices and connectivity.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - CRMDevModule,CRM Development Module,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - CRMDevModule,InDevelopment,{'label': 'applicationModuleStatus', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - CRMDevModule,CRMSystem,{'label': 'applicationModuleOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - CRMDevModule,JohnDoe,{'label': 'applicationModuleSupportLeader', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - CRMDevModule,DEV,{'label': 'applicationModuleIdentifier', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - CRMDevModule,CRM-APP-V3_DEV,{'label': 'applicationModuleName', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - CRMDevModule,org#TechCorpITDepartment,{'label': 'applicationModuleAdministrationTeam', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - CRMDevModule,Development instance of the CRM system, used for t...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - CRMDevModule,CRMDevsTeam,{'label': 'applicationModuleSupportTeam', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - CRMDevModule,false,{'label': 'applicationModuleHotlineEnabled', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - NetworkRoomB,bot#DCPARIS,{'label': 'hasSpace', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - NetworkRoomB,Network Room B,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - NetworkRoomB,Dedicated room for core network equipment.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - NetworkRoomB,Rack01U05,{'label': 'hasZone', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - NetworkRoomB,Salle Réseau B,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - bot#DCPARIS,Main data center for TechCorp in Paris, France.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - bot#DCPARIS,NetworkRoomB,{'label': 'hasSpace', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,875 - INFO - bot#DCPARIS,TechCorp Paris Data Center,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,875 - INFO - bot#DCPARIS,data center,{'label': 'siteType', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,876 - INFO - bot#DCPARIS,DC-PARIS-01,{'label': 'siteId', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,876 - INFO - bot#DCPARIS,75002,{'label': 'sitePrincipalAddressPostalCode', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,876 - INFO - bot#DCPARIS,ServerRoomA,{'label': 'hasSpace', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,876 - INFO - bot#DCPARIS,Rue de la Paix,{'label': 'sitePrincipalAddressStreet', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,876 - INFO - bot#DCPARIS,FR,{'label': 'sitePrincipalAddressCountry', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,876 - INFO - bot#DCPARIS,123 Rue de la Paix,{'label': 'sitePrincipalAddress', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,876 - INFO - bot#DCPARIS,Paris,{'label': 'sitePrincipalAddressCityName', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,876 - INFO - org#TechCorpGlobal,JohnDoe,{'label': 'hasMember', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,876 - INFO - org#TechCorpGlobal,JaneSmith,{'label': 'hasMember', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,876 - INFO - org#TechCorpGlobal,org#TechCorpNetworkOperations,{'label': 'hasUnit', 'edge_type': 'entity_to_entity', 'width': 1}
