2026-02-02 16:00:14,578 - INFO - ##################################################
2026-02-02 16:00:14,578 - INFO - Knowledge Graph : /home/piod7321/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2026-02-02/vertex_ai/gemini-2.5-flash/4_1_AI_enhance_manually_2026-02-02_14-22-02_Noria.ttl
2026-02-02 16:00:14,578 - INFO - Number of Nodes : 571
2026-02-02 16:00:14,579 - INFO - Number of edges : 764
2026-02-02 16:00:14,579 - INFO - cumulative number of nodes : 571
2026-02-02 16:00:14,579 - INFO - degree_histogram : [0, 413, 26, 21, 21, 14, 8, 9, 21, 10, 3, 3, 1, 3, 1, 2, 1, 3, 1, 2, 1, 0, 2, 0, 0, 3, 0, 1, 0, 0, 1]
2026-02-02 16:00:14,579 - INFO - number of self loop : 0
2026-02-02 16:00:14,579 - INFO - ####  KPIs ####
2026-02-02 16:00:14,579 - INFO - DiGraph density : 0.0023473745660122286
2026-02-02 16:00:14,580 - INFO - cumulative density : 0.0023473745660122286
2026-02-02 16:00:14,582 - INFO - Average degree connectivity : {8: 4.916666666666667, 1: 0.009685230024213076, 17: 1.9803921568627452, 7: 4.619047619047619, 22: 2.659090909090909, 2: 0.21153846153846154, 20: 5.7, 3: 2.4285714285714284, 9: 6.966666666666667, 10: 2.1, 13: 3.2564102564102564, 5: 0.6, 25: 4.746666666666667, 11: 4.0606060606060606, 30: 4.5, 27: 2.4814814814814814, 15: 0.7, 18: 5.111111111111111, 19: 4.184210526315789, 4: 1.9642857142857142, 6: 0.5208333333333334, 14: 4.0, 12: 5.833333333333333, 16: 4.6875}
2026-02-02 16:00:14,582 - INFO - #### Subject, Object, predicate ####
2026-02-02 16:00:15,017 - INFO - Room_ServerRoomA,Server Room A,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,017 - INFO - Site_MainDC,10001,{'label': 'sitePrincipalAddressPostalCode', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,017 - INFO - Site_MainDC,data center,{'label': 'siteType', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,017 - INFO - Site_MainDC,US,{'label': 'sitePrincipalAddressCountry', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,017 - INFO - Site_MainDC,DC01,{'label': 'siteId', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,017 - INFO - Site_MainDC,Main Data Center,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,017 - INFO - Site_MainDC,Metropolis,{'label': 'sitePrincipalAddressCityName', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,017 - INFO - Site_MainDC,123 Tech Avenue,{'label': 'sitePrincipalAddress', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,017 - INFO - EventRecord_AppDeploySuccess,Warning,{'label': 'alarmSeverity', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,017 - INFO - EventRecord_AppDeploySuccess,App Feature Deployment Success,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,017 - INFO - EventRecord_AppDeploySuccess,Log entry indicating successful deployment of new ...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,017 - INFO - EventRecord_AppDeploySuccess,New authentication module deployed successfully on...,{'label': 'logText', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - EventRecord_AppDeploySuccess,2024-04-25T18:40:00+00:00,{'label': 'loggingTime', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - EventRecord_AppDeploySuccess,ChangeRequest_AppFeatureDeploy,{'label': 'relation', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - EventRecord_AppDeploySuccess,Application_MonitoringSystem,{'label': 'logOriginatingManagementSystem', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - EventRecord_AppDeploySuccess,Resource_VM_App01,{'label': 'logOriginatingManagedObject', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - EventRecord_AppDeploySuccess,EVT-20240425-002,{'label': 'identifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - EventRecord_AppDeploySuccess,Agent_AppDevTeam,{'label': 'logOriginatingAgent', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - Warning,Sévérité Perçue Avertissement,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - Warning,Warning Perceived Severity,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,OperationPlan_AppDeploy,{'label': 'actionCorrelatedOperationPlan', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,Standard,{'label': 'changeRequestType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,2024-04-25T18:00:00+00:00,{'label': 'changeRequestPlannedStartTime', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,P0D,{'label': 'changeRequestOutageDuration', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,2024-04-25T18:45:00+00:00,{'label': 'changeRequestActualEndTime', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,Deployment of new user authentication feature for ...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,Corporate Website New Feature Deployment,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,https://itsm.example.com/cr/CR-20240425-002,{'label': 'documentHRef', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,InternalIntervention,{'label': 'changeRequestCategory', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,Agent_AppDevTeam,{'label': 'changeRequestInitiatorParty', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,NetworkUpgrade,{'label': 'changeRequestSpecification', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,false,{'label': 'changeRequestIsRegulated', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,2024-04-25T19:00:00+00:00,{'label': 'changeRequestPlannedEndTime', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,Implemented,{'label': 'changeRequestStatusCurrent', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,Agent_ITOpsTeam,{'label': 'changeRequestActorParty', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,2024-04-20T13:00:00+00:00,{'label': 'created', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,Configuration,{'label': 'changeRequestChangeCause', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,2024-04-24T16:00:00+00:00,{'label': 'modified', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,CR-20240425-002,{'label': 'identifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,ApplicationModule_CorpWeb_Prod,{'label': 'changeRequestImpact', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_AppFeatureDeploy,2024-04-25T18:05:00+00:00,{'label': 'changeRequestActualStartTime', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - OperationPlan_AppDeploy,Application Deployment Procedure,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - OperationPlan_AppDeploy,PostCond_AppRunning,{'label': 'operationPlanPostCondition', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - OperationPlan_AppDeploy,PreCond_CodeReviewed,{'label': 'operationPlanPreCondition', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - OperationPlan_AppDeploy,Steps include: code review, build, test, deploy to...,{'label': 'example', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - OperationPlan_AppDeploy,Standard procedure for deploying new application v...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_RouterFirmwareUpgrade,InternalIntervention,{'label': 'changeRequestCategory', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_RouterFirmwareUpgrade,2024-05-01T02:00:00+00:00,{'label': 'changeRequestPlannedStartTime', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_RouterFirmwareUpgrade,CR-20240501-001,{'label': 'identifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_RouterFirmwareUpgrade,Agent_NetworkAdmin,{'label': 'changeRequestPilotParty', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_RouterFirmwareUpgrade,NetworkUpgrade,{'label': 'changeRequestSpecification', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_RouterFirmwareUpgrade,https://itsm.example.com/cr/CR-20240501-001,{'label': 'documentHRef', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_RouterFirmwareUpgrade,Approved,{'label': 'changeRequestStatusCurrent', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,018 - INFO - ChangeRequest_RouterFirmwareUpgrade,Planned firmware upgrade for Core Router 01 to add...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - ChangeRequest_RouterFirmwareUpgrade,Agent_ITOpsTeam,{'label': 'changeRequestActorParty', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,019 - INFO - ChangeRequest_RouterFirmwareUpgrade,Core Router Firmware Upgrade,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - ChangeRequest_RouterFirmwareUpgrade,Configuration,{'label': 'changeRequestChangeCause', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,019 - INFO - ChangeRequest_RouterFirmwareUpgrade,PT2H,{'label': 'changeRequestOutageDuration', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - ChangeRequest_RouterFirmwareUpgrade,2024-04-20T11:00:00+00:00,{'label': 'modified', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - ChangeRequest_RouterFirmwareUpgrade,OperationPlan_RouterRestart,{'label': 'actionCorrelatedOperationPlan', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,019 - INFO - ChangeRequest_RouterFirmwareUpgrade,Standard,{'label': 'changeRequestType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,019 - INFO - ChangeRequest_RouterFirmwareUpgrade,Resource_RouterCore01,{'label': 'changeRequestImpact', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,019 - INFO - ChangeRequest_RouterFirmwareUpgrade,true,{'label': 'changeRequestIsRegulated', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - ChangeRequest_RouterFirmwareUpgrade,2024-05-01T04:00:00+00:00,{'label': 'changeRequestPlannedEndTime', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - ChangeRequest_RouterFirmwareUpgrade,2024-04-15T10:00:00+00:00,{'label': 'created', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - InternalIntervention,Intervention Interne,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - InternalIntervention,Internal Intervention,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - ApplicationModule_CorpWeb_Dev,CORPWEB_DEV,{'label': 'applicationModuleName', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - ApplicationModule_CorpWeb_Dev,Application_CorpWeb,{'label': 'applicationModuleOf', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,019 - INFO - ApplicationModule_CorpWeb_Dev,Corporate Website Development Module,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - ApplicationModule_CorpWeb_Dev,DEV,{'label': 'applicationModuleIdentifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - ApplicationModule_CorpWeb_Dev,Development,{'label': 'applicationModuleStatus', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,019 - INFO - ApplicationModule_CorpWeb_Dev,Agent_AppDevTeam,{'label': 'applicationModuleAdministrationTeam', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,019 - INFO - ApplicationModule_CorpWeb_Dev,Silver,{'label': 'applicationModuleSlaLevel', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,019 - INFO - ApplicationModule_CorpWeb_Dev,Development instance of the Corporate Website Appl...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - ApplicationModule_CorpWeb_Dev,2023-01-01T00:00:00+00:00,{'label': 'applicationModuleSlaLevelDate', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - ApplicationModule_CorpWeb_Dev,false,{'label': 'applicationModuleHotlineEnabled', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - Deferred,Deferred Intervention,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - Deferred,Intervention Différée,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - Resource_VM_App01,10.0.0.31,{'label': 'resourceManagementIPAddress', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - Resource_VM_App01,Agent_AppDevTeam,{'label': 'resourceManagedBy', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,019 - INFO - Resource_VM_App01,Virtual machine hosting a component of Application...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - Resource_VM_App01,InProduction,{'label': 'resourceUsageState', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,019 - INFO - Resource_VM_App01,ProductModel_VMwareESXi,{'label': 'resourceProductModel', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,019 - INFO - Resource_VM_App01,2023-04-05T15:00:00+00:00,{'label': 'resourceInstallationDate', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - Resource_VM_App01,Resource_VirtualHost01,{'label': 'clusterController', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,019 - INFO - Resource_VM_App01,vm-app01.corp.example.com,{'label': 'resourceHostName', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - Resource_VM_App01,SN-VM-APP01,{'label': 'resourceSerialNumber', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - Resource_VM_App01,Virtual Machine for App01,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,019 - INFO - Resource_VM_App01,Application_CorpWeb,{'label': 'resourceForApplication', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,019 - INFO - Resource_VM_App01,VirtualMachine,{'label': 'resourceType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,020 - INFO - Assistance,Assistance Type,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - Assistance,Type Assistance,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - Development,En Développement,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - Development,In Development,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - CUid_JaneSmith,jsmith,{'label': 'accountName', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - CUid_JaneSmith,Jane Smith's Corporate User ID,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - CUid_JaneSmith,Agent_DatabaseAdmin,{'label': 'holdsAccount', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,020 - INFO - Silver,Niveau de SLA Argent,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - Silver,Silver SLA Level,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - Down,État Administratif Bas,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - Down,État Opérationnel Bas,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - Down,Administrative State Down,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - Down,Operational State Down,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - EventRecord_RouterDown,Interface Gig0/0/0 on routercore01 changed state t...,{'label': 'logText', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - EventRecord_RouterDown,Resource_RouterCore01,{'label': 'logOriginatingManagedObject', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,020 - INFO - EventRecord_RouterDown,EVT-20240423-001,{'label': 'identifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - EventRecord_RouterDown,Application_MonitoringSystem,{'label': 'logOriginatingManagementSystem', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,020 - INFO - EventRecord_RouterDown,2024-04-23T08:58:00+00:00,{'label': 'loggingTime', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - EventRecord_RouterDown,RouterCore01 Interface Down Event,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - EventRecord_RouterDown,OperationPlan_RouterRestart,{'label': 'alarmProposedRepairAction', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,020 - INFO - EventRecord_RouterDown,TroubleTicket_DNSOutage,{'label': 'relation', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,020 - INFO - EventRecord_RouterDown,Log entry indicating that an interface on Core Rou...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - EventRecord_RouterDown,Agent_NetworkAdmin,{'label': 'logOriginatingAgent', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,020 - INFO - EventRecord_RouterDown,Critical,{'label': 'alarmSeverity', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,020 - INFO - Gold,Niveau de SLA Or,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - Gold,Gold SLA Level,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - Service_PublicWebAccess,End-to-end service providing public access to the ...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - Service_PublicWebAccess,ApplicationModule_CorpWeb_Prod,{'label': 'subSystemOf', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,020 - INFO - Service_PublicWebAccess,CustomerFacingService,{'label': 'serviceType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,020 - INFO - Service_PublicWebAccess,Public Web Access Service,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - NI_FirewallDMZ_Eth1,physical,{'label': 'networkInterfaceType', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - NI_FirewallDMZ_Eth1,DMZ facing interface for FirewallDMZ.,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - NI_FirewallDMZ_Eth1,Up,{'label': 'networkInterfaceAdministrativeStatus', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,020 - INFO - NI_FirewallDMZ_Eth1,FirewallDMZ Ethernet1,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - NI_FirewallDMZ_Eth1,Resource_FirewallDMZ,{'label': 'networkInterfaceOf', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,020 - INFO - ApplicationModule_CorpWeb_Prod,InProduction,{'label': 'applicationModuleStatus', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,020 - INFO - ApplicationModule_CorpWeb_Prod,Corporate Website Production Module,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - ApplicationModule_CorpWeb_Prod,2023-01-01T00:00:00+00:00,{'label': 'applicationModuleSlaLevelDate', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,020 - INFO - ApplicationModule_CorpWeb_Prod,Gold,{'label': 'applicationModuleSlaLevel', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,020 - INFO - ApplicationModule_CorpWeb_Prod,Agent_ITOpsTeam,{'label': 'applicationModuleSupportTeam', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,020 - INFO - ApplicationModule_CorpWeb_Prod,Application_CorpWeb,{'label': 'applicationModuleOf', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,021 - INFO - ApplicationModule_CorpWeb_Prod,PROD,{'label': 'applicationModuleIdentifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - ApplicationModule_CorpWeb_Prod,Agent_AppDevTeam,{'label': 'applicationModuleAdministrationTeam', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,021 - INFO - ApplicationModule_CorpWeb_Prod,true,{'label': 'applicationModuleHotlineEnabled', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - ApplicationModule_CorpWeb_Prod,Production instance of the Corporate Website Appli...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - ApplicationModule_CorpWeb_Prod,CORPWEB_PROD,{'label': 'applicationModuleName', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - InProduction,In Production Lifecycle State,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - InProduction,En Production,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - InProduction,In Production,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - InProduction,État de Cycle de Vie En Production,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - Resource_DBServer01,10.0.0.20,{'label': 'resourceManagementIPAddress', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - Resource_DBServer01,SN-DB-001,{'label': 'resourceSerialNumber', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - Resource_DBServer01,Locus_RackA1_U23,{'label': 'locatedAtLocus', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,021 - INFO - Resource_DBServer01,dbserver01.corp.example.com,{'label': 'resourceHostName', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - Resource_DBServer01,2023-02-10T11:00:00+00:00,{'label': 'resourceInstallationDate', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - Resource_DBServer01,ProductModel_DellR740,{'label': 'resourceProductModel', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,021 - INFO - Resource_DBServer01,InProduction,{'label': 'resourceUsageState', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,021 - INFO - Resource_DBServer01,Server,{'label': 'resourceType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,021 - INFO - Resource_DBServer01,Primary database server for critical applications.,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - Resource_DBServer01,Database Server 01,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - Resource_DBServer01,Agent_DatabaseAdmin,{'label': 'resourceManagedBy', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,021 - INFO - ProductModel_DellR740,High-performance rack server model.,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - ProductModel_DellR740,Dell PowerEdge R740,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - ProductModel_DellR740,Org_Dell,{'label': 'productManufacturedBy', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,021 - INFO - ManagedBackbone,Managed Backbone Responsibility,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - ManagedBackbone,Responsabilité Backbone Géré,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - Minor,Minor Severity,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - Minor,Sévérité Mineure,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - Resource_WebSrv01,Agent_ITOpsTeam,{'label': 'resourceManagedBy', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,021 - INFO - Resource_WebSrv01,websrv01.corp.example.com,{'label': 'resourceHostName', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - Resource_WebSrv01,Primary web server hosting the corporate website.,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - Resource_WebSrv01,Locus_RackA1_U23,{'label': 'locatedAtLocus', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,021 - INFO - Resource_WebSrv01,2023-01-15T10:00:00+00:00,{'label': 'resourceInstallationDate', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,021 - INFO - Resource_WebSrv01,Web Server 01,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,022 - INFO - Resource_WebSrv01,ProductModel_DellR740,{'label': 'resourceProductModel', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,022 - INFO - Resource_WebSrv01,InProduction,{'label': 'resourceUsageState', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,022 - INFO - Resource_WebSrv01,Server,{'label': 'resourceType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:15,022 - INFO - Resource_WebSrv01,10.0.0.10,{'label': 'resourceManagementIPAddress', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,022 - INFO - Resource_WebSrv01,SN-WEB-001,{'label': 'resourceSerialNumber', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:15,022 - INFO - Agent_ITOpsTeam,Team responsible for day-to-day IT infrastructure ...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
