2026-01-16 17:59:18,543 - INFO - ##################################################
2026-01-16 17:59:18,543 - INFO - Knowledge Graph : /home/piod7321/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/prompt_optim/S4_fully_created_by_AI/2025-10-21/vertex_ai/gemini-2.5-flash/4_prompt_fully_created_by_AI_2025-10-21_10-33-12_Noria.ttl
2026-01-16 17:59:18,543 - INFO - Number of Nodes : 539
2026-01-16 17:59:18,544 - INFO - Number of edges : 745
2026-01-16 17:59:18,544 - INFO - cumulative number of nodes : 539
2026-01-16 17:59:18,544 - INFO - degree_histogram : [0, 381, 41, 17, 20, 8, 17, 4, 6, 4, 8, 5, 6, 1, 2, 2, 1, 1, 2, 3, 3, 3, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2026-01-16 17:59:18,545 - INFO - number of self loop : 23
2026-01-16 17:59:18,545 - INFO - ####  KPIs ####
2026-01-16 17:59:18,545 - INFO - DiGraph density : 0.0025691249801711833
2026-01-16 17:59:18,546 - INFO - cumulative density : 0.0025691249801711833
2026-01-16 17:59:18,549 - INFO - Average degree connectivity : {18: 4.527777777777778, 1: 0.007874015748031496, 7: 5.071428571428571, 6: 2.823529411764706, 13: 7.0, 2: 0.4146341463414634, 14: 1.6785714285714286, 12: 5.805555555555555, 3: 0.8431372549019608, 19: 3.491228070175439, 11: 5.581818181818182, 28: 5.5, 8: 5.354166666666667, 4: 0.9625, 27: 3.037037037037037, 10: 6.7375, 5: 1.025, 16: 5.125, 38: 6.394736842105263, 17: 7.352941176470588, 22: 6.045454545454546, 21: 2.9365079365079363, 20: 3.466666666666667, 9: 4.75, 15: 3.3333333333333335}
2026-01-16 17:59:18,549 - INFO - #### Subject, Object, predicate ####
2026-01-16 17:59:18,549 - INFO - Resource005,SN-ER01-JKL234,{'label': 'resourceSerialNumber', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,567 - INFO - SoftwareUpgrade,Software Upgrade,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,567 - INFO - NetworkInterface004,Up,{'label': 'networkInterfaceOperationalStatus', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,567 - INFO - NetworkInterface004,Resource005,{'label': 'networkInterfaceOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,567 - INFO - NetworkInterface004,ge-0/0/0 on er01,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,567 - INFO - NetworkInterface004,physical,{'label': 'networkInterfaceType', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,567 - INFO - NetworkInterface004,Gigabit Ethernet interface on Edge Router 01, conn...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,567 - INFO - NetworkInterface004,50,{'label': 'networkInterfaceRoutingPriorityMetric', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,567 - INFO - Agent004,Jean Dupont,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,567 - INFO - Agent004,Lead engineer for the E-commerce Backend Module.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,567 - INFO - Agent004,Email,{'label': 'agentPreferredContactMethod', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,567 - INFO - DeferredIntervention,Deferred Intervention,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,567 - INFO - ApplicationModule003,InProduction,{'label': 'applicationModuleStatus', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,567 - INFO - ApplicationModule003,ECOMM-V2_DATABASE-PROD,{'label': 'applicationModuleName', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,567 - INFO - ApplicationModule003,Agent003,{'label': 'applicationModuleAdministrationLeader', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,567 - INFO - ApplicationModule003,true,{'label': 'applicationModuleHotlineEnabled', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,567 - INFO - ApplicationModule003,E-commerce Database Prod,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - ApplicationModule003,2023-01-01T00:00:00+00:00,{'label': 'applicationModuleSlaLevelDate', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - ApplicationModule003,DATABASE-PROD,{'label': 'applicationModuleIdentifier', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - ApplicationModule003,Gold,{'label': 'applicationModuleSlaLevel', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,568 - INFO - ApplicationModule003,Resource001,{'label': 'resourceForApplication', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,568 - INFO - ApplicationModule003,Base de Données E-commerce Prod,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - ApplicationModule003,Production instance of the E-commerce platform's d...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - ApplicationModule003,Application001,{'label': 'applicationModuleOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,568 - INFO - ApplicationModule003,org#OrganizationalUnit001,{'label': 'applicationModuleAdministrationTeam', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,568 - INFO - Server,Server,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - InternalIntervention,Internal Intervention,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - Locus003,R2,{'label': 'locusLine', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - Locus003,Rack R2-A01, Unit 5,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - Locus003,5,{'label': 'locusRow', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - Locus003,Location for Application Server 01.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - Closed,Closed,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - ProductModel003,Juniper MX204,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - ProductModel003,Compact, high-density universal routing platform.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - ProductModel003,www.juniper.net,{'label': 'productManufacturedBy', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,568 - INFO - thresholdCrossing,Threshold Crossing Alert,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - Gold,Gold SLA,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - Agent006,Email,{'label': 'agentPreferredContactMethod', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,568 - INFO - Agent006,Submit change requests for network modifications.,{'label': 'agentInstructions', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - Agent006,9:00 am - 5:00 pm (Mon-Fri),{'label': 'agentWorkingHours', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - Agent006,Team responsible for network device configuration ...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,568 - INFO - Agent006,Network Engineer Team,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - Email,Email,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - DocumentAttachment001,Screenshot of DB CPU Usage,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - DocumentAttachment001,image/png,{'label': 'format', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - DocumentAttachment001,2024-04-20T10:10:00+00:00,{'label': 'created', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - DocumentAttachment001,TroubleTicket001,{'label': 'isPartOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,569 - INFO - DocumentAttachment001,Screenshot showing high CPU usage on db01 at the t...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - DocumentAttachment001,db01_cpu_20240420.png,{'label': 'source', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,569 - INFO - EventRecord005,stateChange,{'label': 'type', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,569 - INFO - EventRecord005,Interface ge-0/0/0 on cr01.corp.example.com came b...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - EventRecord005,Application002,{'label': 'logOriginatingManagementSystem', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,569 - INFO - EventRecord005,Warning,{'label': 'alarmSeverity', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,569 - INFO - EventRecord005,Resource004,{'label': 'logOriginatingManagedObject', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,569 - INFO - EventRecord005,Network Interface Up Log,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - EventRecord005,LINEPROTO-5-UPDOWN: Interface ge-0/0/0, changed st...,{'label': 'logText', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - EventRecord005,2024-04-20T11:45:00+00:00,{'label': 'loggingTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - ActionPreCondition003,Maintenance Window Approved,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - ActionPreCondition003,Condition: A maintenance window has been approved,...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - Agent005,Phone,{'label': 'agentPreferredContactMethod', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,569 - INFO - Agent005,Sophie Martin,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - Agent005,Customer Support Representative who reported an is...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - Phone,Phone,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - EventRecord004,System reboot initiated by DB Admin Team.,{'label': 'logText', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - EventRecord004,Agent003,{'label': 'logOriginatingAgent', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,569 - INFO - EventRecord004,Resource001,{'label': 'logOriginatingManagedObject', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,569 - INFO - EventRecord004,Application002,{'label': 'logOriginatingManagementSystem', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,569 - INFO - EventRecord004,Log entry indicating a restart of the database ser...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - EventRecord004,2024-04-20T11:30:00+00:00,{'label': 'loggingTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,569 - INFO - EventRecord004,stateChange,{'label': 'type', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,569 - INFO - EventRecord004,Database Server Restart Log,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,570 - INFO - NetworkLink006,Link VHOST01-CR01,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,570 - INFO - NetworkLink006,Internal network link connecting Virtualization Ho...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,570 - INFO - NetworkLink006,Agent002,{'label': 'resourceManagedBy', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,570 - INFO - NetworkLink006,2022-03-10T14:30:00+00:00,{'label': 'networkLinkInstallationDate', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,570 - INFO - NetworkLink006,Resource004,{'label': 'networkLinkTerminationResource', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,570 - INFO - NetworkLink006,Resource006,{'label': 'networkLinkTerminationResource', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,570 - INFO - NetworkLink006,NetworkInterface002,{'label': 'networkInterfaceConnects', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,570 - INFO - NetworkLink006,NL-VHOST01-CR01-001,{'label': 'networkLinkId', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,570 - INFO - NetworkLink006,Ethernet,{'label': 'networkLinkType', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,570 - INFO - NetworkLink006,NetworkInterface008,{'label': 'networkInterfaceConnects', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,570 - INFO - ImmediateIntervention,Immediate Intervention,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,570 - INFO - Customer,Customer,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,570 - INFO - Customer,Customer Comment,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,570 - INFO - DatabaseServer,Database Server,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,570 - INFO - NetworkInterface005,eth0 on web01,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,570 - INFO - NetworkInterface005,Up,{'label': 'networkInterfaceOperationalStatus', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,570 - INFO - NetworkInterface005,Ethernet interface for Web Server 01.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,570 - INFO - NetworkInterface005,Resource002,{'label': 'networkInterfaceOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,570 - INFO - NetworkInterface005,physical,{'label': 'networkInterfaceType', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,570 - INFO - OperationPlan004,ActionPreCondition004,{'label': 'operationPlanPreCondition', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,570 - INFO - OperationPlan004,ActionPostCondition004,{'label': 'operationPlanPostCondition', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,570 - INFO - OperationPlan004,Payment Gateway Integration Procedure,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,570 - INFO - OperationPlan004,Procedure for integrating and testing the new paym...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,570 - INFO - EventRecord006,Major,{'label': 'alarmSeverity', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,570 - INFO - EventRecord006,2024-04-20T10:18:00+00:00,{'label': 'loggingTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,571 - INFO - EventRecord006,Health check failed for web01.ecommerce.corp on lb...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,571 - INFO - EventRecord006,Application002,{'label': 'logOriginatingManagementSystem', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,571 - INFO - EventRecord006,Load Balancer Health Check Failure,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,571 - INFO - EventRecord006,Load balancer detected web01 as unhealthy.,{'label': 'logText', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,571 - INFO - EventRecord006,thresholdCrossing,{'label': 'type', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,571 - INFO - EventRecord006,Resource008,{'label': 'logOriginatingManagedObject', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,571 - INFO - Diagnosis,Diagnosis,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,571 - INFO - ActionPostCondition004,Outcome: New payment gateway is live, processing t...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,571 - INFO - ActionPostCondition004,New Gateway Live and Functional,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,571 - INFO - Room002,Dedicated room for network infrastructure.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,571 - INFO - Room002,Salle Équipements Réseau B02,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,571 - INFO - Room002,Network Equipment Room B02,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,571 - INFO - Room002,Locus006,{'label': 'hasSpace', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,571 - INFO - Room002,bot#Site001,{'label': 'subSystemOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,571 - INFO - Room002,Locus007,{'label': 'hasSpace', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,571 - INFO - TroubleTicketNote003,Agent002,{'label': 'creator', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,571 - INFO - TroubleTicketNote003,TroubleTicket002,{'label': 'isPartOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,571 - INFO - TroubleTicketNote003,Internal,{'label': 'troubleTicketNoteCommentType', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,571 - INFO - TroubleTicketNote003,NOC Action for TT-20240420-002,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,571 - INFO - TroubleTicketNote003,Resolution,{'label': 'troubleTicketNoteOperationType', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,571 - INFO - TroubleTicketNote003,EventRecord005,{'label': 'troubleTicketNoteCorrelatedExecution', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,571 - INFO - TroubleTicketNote003,Interface ge-0/0/0 on cr01 was flapping. Reseated ...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,571 - INFO - TroubleTicketNote003,2024-04-20T11:00:00+00:00,{'label': 'created', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,571 - INFO - low,Low,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,571 - INFO - Approved,Approved,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,571 - INFO - ManagedBackboneNetworks,Managed Backbone Networks,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,571 - INFO - CUid001,jdupont,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,572 - INFO - CUid001,Agent004,{'label': 'holdsAccount', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,572 - INFO - CUid001,Corporate User ID for Jean Dupont.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,572 - INFO - ProductModel004,www.vmware.com,{'label': 'productManufacturedBy', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,572 - INFO - ProductModel004,VMware ESXi Host,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,572 - INFO - ProductModel004,Virtualization platform host server.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,572 - INFO - EventRecord003,TroubleTicket001,{'label': 'alarmMitigatedBy', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,572 - INFO - EventRecord003,Repeated '500 Internal Server Error' messages from...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,572 - INFO - EventRecord003,Resource003,{'label': 'logOriginatingManagedObject', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,572 - INFO - EventRecord003,2024-04-20T10:20:00+00:00,{'label': 'loggingTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,572 - INFO - EventRecord003,E-commerce Backend Error Log,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,572 - INFO - EventRecord003,thresholdCrossing,{'label': 'type', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,572 - INFO - EventRecord003,Application error: Database connection timed out.,{'label': 'logText', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,572 - INFO - EventRecord003,Major,{'label': 'alarmSeverity', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,572 - INFO - EventRecord003,Application002,{'label': 'logOriginatingManagementSystem', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,572 - INFO - NetworkLink004,Agent002,{'label': 'resourceManagedBy', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,572 - INFO - NetworkLink004,2022-02-01T12:15:00+00:00,{'label': 'networkLinkInstallationDate', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,572 - INFO - NetworkLink004,NetworkInterface006,{'label': 'networkInterfaceConnects', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,572 - INFO - NetworkLink004,Resource004,{'label': 'networkLinkTerminationResource', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,572 - INFO - NetworkLink004,NetworkInterface002,{'label': 'networkInterfaceConnects', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,572 - INFO - NetworkLink004,NL-APP01-CR01-001,{'label': 'networkLinkId', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,572 - INFO - NetworkLink004,Internal network link connecting Application Serve...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,572 - INFO - NetworkLink004,Ethernet,{'label': 'networkLinkType', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,572 - INFO - NetworkLink004,Link APP01-CR01,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,572 - INFO - NetworkLink004,Resource003,{'label': 'networkLinkTerminationResource', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,572 - INFO - org#OrganizationalUnit003,Network Engineering Department,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,572 - INFO - org#OrganizationalUnit003,org#OrganizationalUnit001,{'label': 'subSystemOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,572 - INFO - org#OrganizationalUnit003,Agent006,{'label': 'hasMember', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,573 - INFO - org#OrganizationalUnit003,Department focused on network design and implement...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkInterface006,eth0 on app01,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkInterface006,Up,{'label': 'networkInterfaceOperationalStatus', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkInterface006,Ethernet interface for Application Server 01.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkInterface006,physical,{'label': 'networkInterfaceType', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkInterface006,Resource003,{'label': 'networkInterfaceOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,573 - INFO - stateChange,State Change,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,573 - INFO - monitoring,Monitoring System,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkInterface008,physical,{'label': 'networkInterfaceType', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkInterface008,eth0 on vhost01,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkInterface008,Up,{'label': 'networkInterfaceAdministrativeStatus', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkInterface008,Management interface for Virtualization Host 01.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkInterface008,Resource006,{'label': 'networkInterfaceOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,573 - INFO - LoadBalancer,Load Balancer,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,573 - INFO - Development,En Développement,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,573 - INFO - Development,Development,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,573 - INFO - TotalBreakdown,Total Breakdown,{'label': 'prefLabel', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkLink005,Link from Load Balancer to Web Server 01.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkLink005,Resource002,{'label': 'networkLinkTerminationResource', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkLink005,Agent001,{'label': 'resourceManagedBy', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkLink005,NetworkInterface005,{'label': 'networkInterfaceConnects', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkLink005,Ethernet,{'label': 'networkLinkType', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkLink005,Link LB01-WEB01,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-16 17:59:18,573 - INFO - NetworkLink005,NetworkInterface007,{'label': 'networkInterfaceConnects', 'edge_type': 'entity_to_entity', 'width': 1}
