2026-01-27 09:27:25,744 - INFO - ##################################################
2026-01-27 09:27:25,744 - INFO - Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2026-01-19/vertex_ai/gemini-2.5-flash/4_1_AI_enhance_manually_2026-01-19_16-48-08_Noria.ttl
2026-01-27 09:27:25,744 - INFO - Number of Nodes : 381
2026-01-27 09:27:25,745 - INFO - Number of edges : 489
2026-01-27 09:27:25,745 - INFO - cumulative number of nodes : 381
2026-01-27 09:27:25,745 - INFO - degree_histogram : [0, 268, 24, 19, 16, 7, 8, 9, 5, 6, 3, 0, 4, 1, 1, 2, 0, 1, 2, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]
2026-01-27 09:27:25,745 - INFO - number of self loop : 14
2026-01-27 09:27:25,745 - INFO - ####  KPIs ####
2026-01-27 09:27:25,745 - INFO - DiGraph density : 0.0033775383340240365
2026-01-27 09:27:25,746 - INFO - cumulative density : 0.0033775383340240365
2026-01-27 09:27:25,747 - INFO - Average degree connectivity : {4: 1.359375, 1: 0.0037313432835820895, 7: 4.873015873015873, 18: 3.7777777777777777, 19: 5.0, 29: 3.586206896551724, 2: 0.4375, 13: 3.4615384615384617, 17: 0.4117647058823529, 25: 3.8, 3: 0.5614035087719298, 6: 2.9166666666666665, 12: 3.5625, 8: 4.575, 5: 2.657142857142857, 15: 3.9, 10: 3.6333333333333333, 9: 3.8518518518518516, 14: 2.7142857142857144, 20: 2.175}
2026-01-27 09:27:25,747 - INFO - #### Subject, Object, predicate ####
2026-01-27 09:27:25,754 - INFO - NetworkInterface_AppS01_Eth0,Ethernet0 on Application Server 01,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,754 - INFO - NetworkInterface_AppS01_Eth0,Enabled,{'label': 'networkInterfaceAdministrativeStatus', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:25,754 - INFO - NetworkInterface_AppS01_Eth0,physical,{'label': 'networkInterfaceType', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,754 - INFO - NetworkInterface_AppS01_Eth0,Up,{'label': 'networkInterfaceOperationalStatus', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:25,754 - INFO - NetworkInterface_AppS01_Eth0,Main network interface for application traffic.,{'label': 'networkInterfaceDescription', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,754 - INFO - NetworkInterface_AppS01_Eth0,Resource_AppServer_01,{'label': 'networkInterfaceOf', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:25,754 - INFO - org#Manufacturer2,Manufacturer of server hardware.,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,754 - INFO - org#Manufacturer2,Dell Technologies,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,754 - INFO - ProductModel_Dell_PowerEdge_R740,org#Manufacturer2,{'label': 'productManufacturedBy', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:25,754 - INFO - ProductModel_Dell_PowerEdge_R740,Versatile 2U rack server.,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,754 - INFO - ProductModel_Dell_PowerEdge_R740,Dell PowerEdge R740,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,754 - INFO - TroubleTicketNote_001_1,Initial Diagnosis for TT-001,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,754 - INFO - TroubleTicketNote_001_1,NOC confirmed link down on CR01 GE0/0/0. Initiated...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,754 - INFO - TroubleTicketNote_001_1,Internal,{'label': 'troubleTicketNoteCommentType', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:25,754 - INFO - TroubleTicketNote_001_1,Diagnosis,{'label': 'troubleTicketNoteOperationType', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:25,754 - INFO - TroubleTicketNote_001_1,2024-04-20T10:15:00+00:00,{'label': 'created', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,754 - INFO - TroubleTicketNote_001_1,Agent5,{'label': 'creator', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:25,754 - INFO - TroubleTicketNote_001_1,TroubleTicket_001,{'label': 'isPartOf', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:25,754 - INFO - InternalIntervention,Internal Intervention,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,754 - INFO - PostCondition_TrafficRestored,Outcome: Packet loss returns to <5% and service is...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,754 - INFO - PostCondition_TrafficRestored,Traffic Restored to Normal,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,754 - INFO - virtual-machine,Virtual Machine,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,754 - INFO - PartialOutage,Partial Outage,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,755 - INFO - Decommissioned,Decommissioned,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,755 - INFO - high,High Business Importance,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,755 - INFO - P1,Priority 1,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,755 - INFO - Warning,Warning Severity,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,755 - INFO - infrastructure,Infrastructure Application,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,755 - INFO - P2,Priority 2,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,755 - INFO - AnomalyPattern_BGPFlap,Pattern indicating unstable BGP routing sessions, ...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,755 - INFO - AnomalyPattern_BGPFlap,BGP Flapping Anomaly Pattern,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,755 - INFO - AnomalyPattern_BGPFlap,Repeated BGP UP/DOWN events on a core router inter...,{'label': 'example', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,755 - INFO - Disabled,Disabled,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,755 - INFO - InProduction,In Production,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,755 - INFO - Down,Down,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:25,755 - INFO - #### NODES #### :381
2026-01-27 09:27:25,755 - INFO - ['OperationPlan_RouterFailover', 'Standard operating procedure for initiating a fail...', 'Service_CorporateInternetAccess', 'Application_EnterprisePortal', 'ChangeRequest_001', 'Standard', 'TroubleTicket_001', 'TotalBreakdown', 'Resource_VirtualMachine_Web01', 'Agent1', 'Network Operations Center (NOC) Team', 'TroubleTicket_002', 'Major', 'InUse', 'ProductModel_VMware_ESXi', 'org#Manufacturer3', 'Standard Change', 'Agent6', 'CUid_JaneSmith', 'bot#Site_HQ', 'Headquarters Office', 'Agent2', 'Submit a ticket via the IT Service Portal. For eme...', 'Room_ServerRoom_DC1_A', 'Server Room A - DC1', 'NetworkInterface_WebVM01_Eth0', 'Ethernet0 on Web Server VM 01', 'Diagnosis', 'ChangeRequest_002', 'Add Disk to DB Server 01', 'Service_EnterpriseDataPlatform', 'VMware Inc.', 'Resource_MonitoringServer_01', 'Server running network and application monitoring ...', 'virtual', 'Application_MonitoringSystem', 'Central Monitoring System', 'monitoring', 'NetworkInterface_CR01_GE0_0_0', '-3', 'Internal', 'Internal Comment', 'ApplicationModule_EnterprisePortal_Dev', 'DEV-EP-01', 'EP_DEV', '2001', 'EventRecord_CR01_LinkDown', 'LINEPROTO-5-UPDOWN: Interface GigabitEthernet0/0/0...', 'Complete loss of internet access affecting all cor...', 'EventRecord_AppS01_CPUHigh', 'CPU utilization on app01.dc1.example.com exceeded ...', 'NetworkInterface_CR01_GE0_0_1', '10', 'Total Breakdown', 'NetworkLink_ISP_Uplink', '2021-03-15T10:00:00+00:00', 'Monitoring Server 01', 'Supervision', 'Resource_DBServer_01', 'ChangeRequest_003', 'Network Link Capacity Upgrade', 'Team responsible for server infrastructure managem...', 'bot#Site_DC1', '123 Main Street', 'CMS', 'VMware ESXi Hypervisor', '2024-05-01T02:00:00+00:00', 'NetworkLink_AppVLAN_Link', 'ethernet', 'TroubleTicketNote_001_2', 'High CPU utilization on application server.', 'Critical', 'DocumentAttachment_NetworkDiagram', 'application/pdf', 'EventRecord_WebVM01_ConfigChange', 'Resource_AppServer_01', 'Locus_Rack_DC1_A_R1', 'web01.dc1.example.com', 'true', 'PreCondition_DiskSpaceLow', 'Disk Space Below Threshold', 'Rack R1 in Server Room A', '10.0.1.10', 'NL-ISP-A-001', 'EventRecord_DB01_DiskFull', '2024-04-20T09:00:00+00:00', 'Upgrade Core Router OS', 'Resource_CoreRouter_01', 'CISCO-CR01-SN12345', 'NL-CR01-APP01-001', 'physical', 'CUid_JohnDoe', 'Agent5', 'ApplicationModule_EnterprisePortal_Prod', 'Agent3', 'Corporate Internet Access Outage', 'Agent4', 'Email', 'Minor', 'server', 'Customer', 'Customer Report', 'mon01.dc1.example.com', 'Disk /dev/sdb on db01.dc1.example.com is 95% full.', 'Link to App Server VLAN', '2024-04-19T15:30:00+00:00', '2024-05-15T02:00:00+00:00', '2023-01-01T00:00:00+00:00', 'EventRecord_AppS01_ProcessKill', 'Web Server VM 01', 'Scheduled', '10.0.1.50', 'Development', 'OperationPlan_AddDiskProcedure', 'Standard procedure for hot-adding a disk to a Dell...', 'jsmith', 'TroubleTicket_003', 'Assistance', 'Provider of virtualization software.', 'Up', 'Server hosting the Enterprise Portal application.', 'medium', '2024-04-20T12:00:00+00:00', '2024-04-20T10:35:00+00:00', 'Employee Self-Service', 'org#OrgUnit1', 'Customer Relationship Management', 'Phone', '9:00 AM - 5:00 PM (Mon-Fri)', 'Customer Reported Connectivity Issue', 'https://itsm.example.com/ticket/INC-2024-002', 'Database Server 01', 'PROD-EP-01', 'InProgress', 'business-critical', 'Business Critical Application', 'Users reporting slow loading times for the Enterpr...', 'Agent7', 'First line support for customer inquiries.', 'DELL-APP01-SN67890', 'Condition: Disk utilization exceeds 90%.', 'cr01.dc1.example.com', 'Main Data Center 1', 'IT Operations Management', 'ProductModel_Cisco_ASR9K', 'Cisco ASR 9000 Series Router', 'PostCondition_DiskSpaceNormal', 'Disk Space Normal After Addition', 'Use internal chat for quick queries, ticketing sys...', 'DocumentAttachment_ServerLog', 'app01-cpu-log-20240420.txt', 'New York', '8:30 AM - 6:00 PM (Mon-Fri)', '10.0.1.20', 'ImmediateIntervention', 'Immediate Intervention', 'Database Server 01 Disk Full Alert', 'Locus_Rack_DC1_B_N1', 'Rack N1 in Network Room B', 'TroubleTicketNote_002_1', 'ProcedureExecutionContainer_TT002_Note1_Action', 'org#Manufacturer1', 'Manufacturer of network equipment.', 'Upgrade bandwidth for the link between Core Router...', 'PreCondition_HighTrafficLoss', 'Condition: Network monitoring system reports >50% ...', "John Doe's Corporate ID", 'CMS-V3.1', 'Room_NetworkRoom_DC1_B', 'Network equipment room in Data Center 1.', '2022-02-10T11:00:00+00:00', 'Customer reports intermittent connectivity to inte...', 'EventRecord_CustomerReport', 'Customer Call Log for TT-003', 'Failure', 'router', 'Router', '2024-04-20T11:00:00+00:00', 'SoftwareUpgrade', 'Virtual machine hosting web services for Enterpris...', '2024-04-22T18:00:00+00:00', 'Production instance of the Enterprise Portal appli...', 'Virtual network interface for web traffic.', 'Enabled', '2022-01-20T14:30:00+00:00', '2023-05-01T09:00:00+00:00', 'ManagedBackboneNetworks', 'IT Operations Department', 'Database Administration Team', 'Resolved', 'US', "Killed process 'data_cruncher' (PID 12345) due to ...", 'NetworkInterface_AppS01_Eth0', 'Ethernet0 on Application Server 01', 'DC1-FRA-01', 'CR-2024-001', 'org#Manufacturer2', 'Manufacturer of server hardware.', 'ProductModel_Dell_PowerEdge_R740', '0', '2024-04-10T14:00:00+00:00', 'TroubleTicketNote_001_1', 'Initial Diagnosis for TT-001', 'ISP A confirmed fiber cut, ETA for repair 3 hours....', 'InternalIntervention', 'Main department for IT infrastructure and applicat...', '2024-04-20T10:00:00+00:00', 'Chat', '100', 'NOC confirmed link down on CR01 GE0/0/0. Initiated...', 'Jane Smith', 'PT2H', '2022-01-20T14:35:00+00:00', 'INC-2024-001', 'PostCondition_TrafficRestored', 'Outcome: Packet loss returns to <5% and service is...', '-10', '2024-04-20T11:30:00+00:00', 'data center', 'virtual-machine', 'Virtual Machine', '1', 'Core Router 01', 'Internal Intervention', 'A', 'Planned upgrade of Cisco IOS-XR on Core Router 01 ...', 'Enterprise Portal Production Module', 'In Use', 'PartialOutage', 'Partial Outage', 'Nagios', 'https://itsm.example.com/change/CR-2024-001', 'app01.dc1.example.com', '10001', 'Development instance of the Enterprise Portal appl...', '2024-04-15T09:00:00+00:00', 'HQ-NYC-01', 'Actions for TT-002 Note 1', 'Applied security patch to Apache configuration.', 'EP_PROD', 'ISP A Uplink', 'Decommissioned', 'Contact via dedicated hotline for critical inciden...', 'Monitoring Application', 'Enterprise Portal Slow Performance', 'Application Server 01 High CPU Alert', 'high', 'jdoe@example.com', 'Managed Backbone Networks', 'Critical Severity', 'Versatile 2U rack server.', 'Zabbix', '2024-04-20T10:05:00+00:00', 'INC-2024-002', 'DELL-MON01-SN44556', 'P1', 'Priority 1', 'jdoe', 'Gold', 'Network Room B - DC1', 'office building', 'Network Diagram DC1', 'ISP Update for TT-001', 'DELL-DB01-SN11223', 'PT1H', 'Log entry for a process being killed on Applicatio...', 'CustomerFacingService', 'network-diagram-dc1-v2.pdf', 'B', 'Core Router Failover Procedure', 'Warning', 'Enterprise Portal Development Module', 'GigabitEthernet0/0/1 on Core Router 01', 'Core Router 01 Link Down Event', '24/7', 'Performance and Event Management', 'Corporate Internet Access Service', 'db01.dc1.example.com', 'GigabitEthernet0/0/0 on Core Router 01', 'https://itsm.example.com/change/CR-2024-002', 'Web Server VM 01 Configuration Change', 'Checked CPU on app01.dc1.example.com, found high u...', 'Add Disk Procedure for Dell Servers', "Team supporting critical business application 'Ent...", '2024-04-20T10:45:00+00:00', 'ResourceFacingService', 'Uplink to ISP A', 'Medium Business Importance', 'infrastructure', 'Infrastructure Application', 'Enterprise Portal', 'Lead engineer for Server Administration Team.', 'Warning Severity', '75001', 'Customer Support Representative', 'P2', 'Priority 2', 'AnomalyPattern_BGPFlap', 'Pattern indicating unstable BGP routing sessions, ...', '456 Corporate Avenue', 'jsmith@example.com', 'Server Administration Team', 'Team managing all corporate database systems.', 'Alert indicating that a disk on the database serve...', 'https://itsm.example.com/ticket/INC-2024-001', 'Log entry indicating a network interface went down...', 'Disabled', 'EP-V2.0', 'High Business Importance', 'Primary database server for critical applications.', 'Container for actions taken during diagnosis of hi...', 'InProduction', '2024-04-20T13:30:00+00:00', 'false', 'FR', 'Centralized data storage and processing service fo...', 'Cisco Systems', 'BGP Flapping Anomaly Pattern', '2024-04-20T10:15:00+00:00', '2024-05-01T04:00:00+00:00', 'Main router for the corporate backbone network.', 'High Traffic Loss Detected', 'In Production', 'Enterprise Data Platform Service', 'John Doe', 'Paris', 'Primary server room in Data Center 1.', 'Alert from monitoring system about high CPU utiliz...', 'Supervision System', 'Down', 'Software Upgrade', 'In Progress', 'Team responsible for 24/7 network monitoring and i...', 'High-end aggregation services router.', 'All requests must go through the ticketing system.', 'CR-2024-002', 'Dell PowerEdge R740', 'Repeated BGP UP/DOWN events on a core router inter...', 'Adding a new disk to DB Server 01 to increase stor...', 'Provides internet connectivity for all corporate u...', '2024-04-20T11:55:00+00:00', 'Application Support Team A', 'Individual engineer from NOC Team.', "Jane Smith's Corporate ID", 'Customer reported intermittent access to Enterpris...', 'Application_CorporateInternetAccess', '2024-04-22T19:00:00+00:00', 'Traffic Restored to Normal', '2024-04-20T09:30:00+00:00', 'System for collecting and analyzing logs and metri...', 'App Server CPU Check for TT-002', 'Process killed successfully.', '2024-04-20T15:00:00+00:00', '2024-05-15T01:00:00+00:00', 'PDF document showing the network topology of Data ...', '10.0.1.11', 'App Server CPU Log', 'text/plain', '2024-04-20T10:10:00+00:00', '2024-04-18T16:00:00+00:00', '10.0.0.1', '2024-04-20T14:00:00+00:00', 'Outcome: Disk utilization below 70% after new disk...', 'Log entry detailing a configuration change applied...', '-2', 'Log of customer call reporting connectivity issues...', 'fiber optic', 'Main network interface for application traffic.', 'Dell Technologies', '2024-04-20T10:30:00+00:00', 'Core Router to App Server VLAN Link', 'Server', 'App Server 01 Process Kill Event', 'EP', 'Application Server 01', 'Type-1 hypervisor for virtual machines.', '1001', 'Fiber cut affecting primary ISP uplink.', 'Text file containing CPU utilization logs from App...', '2024-04-20T10:20:00+00:00', 'Web-based portal for internal corporate services.']
2026-01-27 09:27:25,755 - INFO - trouble tickets nodes :['TroubleTicket_002', 'TroubleTicket_001', 'TroubleTicket_003']
2026-01-27 09:27:25,755 - INFO - change request nodes :['ChangeRequest_003', 'ChangeRequest_001', 'ChangeRequest_002']
2026-01-27 09:27:25,755 - INFO - application nodes :['Application_EnterprisePortal', 'Application_MonitoringSystem']
2026-01-27 09:27:25,755 - INFO - network resource nodes :['Resource_AppServer_01', 'Resource_MonitoringServer_01', 'Resource_VirtualMachine_Web01', 'Resource_DBServer_01', 'Resource_CoreRouter_01']
2026-01-27 09:27:25,755 - INFO - network interface nodes :['NetworkInterface_WebVM01_Eth0', 'NetworkInterface_CR01_GE0_0_1', 'NetworkInterface_AppS01_Eth0', 'NetworkInterface_CR01_GE0_0_0']
2026-01-27 09:27:25,755 - INFO - network link nodes :['NetworkLink_ISP_Uplink', 'NetworkLink_AppVLAN_Link']
2026-01-27 09:27:25,755 - INFO - ##################################################

2026-01-27 09:27:27,422 - INFO - ##################################################
2026-01-27 09:27:27,422 - INFO - Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2026-01-19/vertex_ai/gemini-2.5-flash/4_1_AI_enhance_manually_2026-01-19_16-58-16_Noria.ttl
2026-01-27 09:27:27,422 - INFO - Number of Nodes : 448
2026-01-27 09:27:27,422 - INFO - Number of edges : 619
2026-01-27 09:27:27,422 - INFO - cumulative number of nodes : 829
2026-01-27 09:27:27,423 - INFO - degree_histogram : [0, 323, 21, 14, 13, 18, 8, 8, 8, 5, 2, 5, 5, 2, 1, 1, 2, 1, 1, 4, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1]
2026-01-27 09:27:27,423 - INFO - number of self loop : 4
2026-01-27 09:27:27,423 - INFO - ####  KPIs ####
2026-01-27 09:27:27,423 - INFO - DiGraph density : 0.003091043464365612
2026-01-27 09:27:27,423 - INFO - cumulative density : 0.006468581798389649
2026-01-27 09:27:27,425 - INFO - Average degree connectivity : {7: 3.5535714285714284, 11: 4.381818181818182, 12: 4.233333333333333, 5: 1.0555555555555556, 9: 2.6222222222222222, 3: 0.5952380952380952, 26: 5.769230769230769, 1: 0.006191950464396285, 19: 5.184210526315789, 8: 4.640625, 15: 4.466666666666667, 6: 3.6041666666666665, 4: 0.7692307692307693, 30: 5.3, 10: 5.6, 24: 4.375, 14: 1.0, 2: 0.19047619047619047, 16: 4.53125, 20: 0.35, 21: 5.0, 13: 2.5384615384615383, 17: 5.647058823529412, 22: 2.772727272727273, 18: 0.7222222222222222}
2026-01-27 09:27:27,425 - INFO - #### Subject, Object, predicate ####
2026-01-27 09:27:27,425 - INFO - EventRecord_ConfigChange,Agent_JohnDoe,{'label': 'logOriginatingAgent', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,425 - INFO - EventRecord_ConfigChange,Resource_Router01,{'label': 'logOriginatingManagedObject', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,425 - INFO - EventRecord_ConfigChange,Warning,{'label': 'alarmSeverity', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,425 - INFO - EventRecord_ConfigChange,Log entry for a configuration change on Router01.,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,425 - INFO - EventRecord_ConfigChange,Router Configuration Change Log,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,425 - INFO - EventRecord_ConfigChange,2024-04-19T15:30:00+00:00,{'label': 'loggingTime', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,425 - INFO - EventRecord_ConfigChange,SYS-5-CONFIG_I: Configured from console by jdoe (1...,{'label': 'logText', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - Agent_JohnDoe,mailto:john.doe@example.com,{'label': 'mbox', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - Agent_JohnDoe,Lead Network Engineer.,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - Agent_JohnDoe,John Doe,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - Agent_JohnDoe,9:00 am - 5:00 pm (Mon-Fri),{'label': 'agentWorkingHours', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpDNS_Prod,org#OrgUnit_NOC,{'label': 'applicationModuleSupportTeam', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpDNS_Prod,Agent_JohnDoe,{'label': 'applicationModuleSupportLeader', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpDNS_Prod,PROD,{'label': 'applicationModuleIdentifier', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpDNS_Prod,Platinum,{'label': 'applicationModuleSlaLevel', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpDNS_Prod,2023-01-01T00:00:00+00:00,{'label': 'applicationModuleSlaLevelDate', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpDNS_Prod,true,{'label': 'applicationModuleHotlineEnabled', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpDNS_Prod,Agent_AdminTeam,{'label': 'applicationModuleRelatedParty', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpDNS_Prod,Application_CorpDNS,{'label': 'applicationModuleOf', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpDNS_Prod,InProduction,{'label': 'applicationModuleStatus', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpDNS_Prod,CORP-DNS_PROD,{'label': 'applicationModuleName', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpDNS_Prod,Production instance of the Corporate DNS Service.,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpDNS_Prod,Corporate DNS Production Module,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - org#OrgUnit_NOC,org#Org_ITDepartment,{'label': 'unitOf', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - org#OrgUnit_NOC,Agent_AdminTeam,{'label': 'member', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - org#OrgUnit_NOC,Network Operations Center,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - org#OrgUnit_NOC,Sub-unit of IT Department, managing network infras...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpWebsite_Dev,Agent_JaneSmith,{'label': 'applicationModuleAdministrationLeader', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpWebsite_Dev,2023-06-01T00:00:00+00:00,{'label': 'applicationModuleSlaLevelDate', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpWebsite_Dev,DEV,{'label': 'applicationModuleIdentifier', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpWebsite_Dev,Application_CorpWebsite,{'label': 'applicationModuleOf', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpWebsite_Dev,Corporate Website Development Module,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpWebsite_Dev,Development instance of the Corporate Website for ...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpWebsite_Dev,Bronze,{'label': 'applicationModuleSlaLevel', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpWebsite_Dev,CORP-WEB_DEV,{'label': 'applicationModuleName', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpWebsite_Dev,Maintenance,{'label': 'applicationModuleStatus', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpWebsite_Dev,org#OrgUnit_AppDev,{'label': 'applicationModuleAdministrationTeam', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - ApplicationModule_CorpWebsite_Dev,false,{'label': 'applicationModuleHotlineEnabled', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - Agent_JaneSmith,Jane Smith,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - Agent_JaneSmith,Senior Application Developer.,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - Agent_JaneSmith,mailto:jane.smith@example.com,{'label': 'mbox', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - Agent_JaneSmith,9:00 am - 5:00 pm (Mon-Fri),{'label': 'agentWorkingHours', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - Phone,Phone,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - TroubleTicket_SecurityIncident,External malicious activity.,{'label': 'troubleTicketCause', 'edge_type': 'entity_to_literal'}
2026-01-27 09:27:27,426 - INFO - TroubleTicket_SecurityIncident,Critical,{'label': 'troubleTicketSeverity', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - TroubleTicket_SecurityIncident,EventRecord_FirewallAlert,{'label': 'troubleTicketTrigger', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - TroubleTicket_SecurityIncident,OperationPlan_SecurityResponse,{'label': 'relation', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - TroubleTicket_SecurityIncident,InProgress,{'label': 'troubleTicketStatusCurrent', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - TroubleTicket_SecurityIncident,Resource_WebSrv01,{'label': 'troubleTicketImpacts', 'edge_type': 'entity_to_entity'}
2026-01-27 09:27:27,426 - INFO - TroubleTicket_SecurityIncident,ManagedBackbone,{'label': 'problemResponsibility', 'edge_type': 'entity_to_entity'}
